* * * * * * * * * * * * * * * * * * * *

Below is a selection from the Seoul weather dataset from:

Cho et al., 2020
https://www.kaggle.com/datasets/smokingkrils/temperature-forecast-project-using-ml

The dataset below was modified from the Kaggle data set, by
1) retaining only the rows for weather station 1
2) removing rows with missing data
3) removing the weather station column
4) splitting the Date column into DayOfYear and Year columns.

* * * * * * * * * * * * * * * * * * * *

DayOfYear,Year,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin
311,2017,28,20.5,76.5729,97.9905,26.6631,22.2671,6.60003,62.6608,0.27983,0.32611,0.197953,0.0647042,0,0,0,0,37.6046,126.991,212.335,2.785,5904.71,29.2,22.4
341,2017,28.6,22.6,58.7953,86.6279,28.6069,22.3568,5.96257,113.255,0,0,0,0.00382165,0,0,0,0,37.6046,126.991,212.335,2.785,5893.27,29.2,21.7
194,2017,28.6,21.7,63.8237,91.8085,29.9059,23.9894,7.38238,110.86,0.0868028,0.021884,0.054749,0.184023,0,0,0,0,37.6046,126.991,212.335,2.785,5881.22,30.7,23.7
195,2017,30.1,23.7,72.2344,96.6214,28.7661,22.5085,8.22077,80.2651,0.726672,0.58586,0.496703,0.354002,1.45905,0.174763,0,0,37.6046,126.991,212.335,2.785,5868.6,25.2,21.2
196,2017,24.5,21.4,90.835,99.4116,25.2716,22.9263,8.1953,22.4024,0.860365,0.959851,0.69141,0.653986,9.79805,8.9402,0.000186609,0,37.6046,126.991,212.335,2.785,5855.4,26.7,21.4
197,2017,26,21.5,73.3338,96.2965,28.2159,24.0906,6.95772,68.1768,0.394186,0.515578,0.505543,0.493432,0,0,0,0,37.6046,126.991,212.335,2.785,5841.62,26.7,21.9
198,2017,26.6,23.1,67.4079,96.0099,29.0442,22.2532,6.11554,93.9171,0.203154,0.157169,0.150066,0.107855,0,0,0,0,37.6046,126.991,212.335,2.785,5827.26,28,21.8
199,2017,27.1,21.8,68.791,96.9636,29.4745,22.4755,6.68544,97.8549,0.196739,0.091642,0.0688396,0.074631,0,0,0,0,37.6046,126.991,212.335,2.785,5812.29,31,21.8
200,2017,30.3,21.9,55.5723,88.1724,31.7235,23.8543,5.95588,119.479,4.83E-05,0.0344373,0.0544787,0.0862102,0,0,0,0,37.6046,126.991,212.335,2.785,5796.75,31.9,23.2
201,2017,31,23.5,70.4093,89.1961,30.1433,25.1678,6.80504,87.6253,0.331957,0.419722,0.38156,0.343512,0,0,0,0,37.6046,126.991,212.335,2.785,5780.61,29.7,24.6
202,2017,29.2,24.7,74.399,94.6946,29.0074,25.4701,6.14848,58.2951,0.484127,0.465882,0.519059,0.439499,0,0,0,0,37.6046,126.991,212.335,2.785,5763.89,29.7,24.7
203,2017,28.8,24.9,84.6513,96.6304,28.3278,25.0188,7.2019,39.3609,0.535085,0.539042,0.519223,0.372103,0.000231848,0.000135716,0,0,37.6046,126.991,212.335,2.785,5746.56,25.8,23.5
204,2017,25.6,24,77.4098,96.9301,28.8789,24.2885,4.74102,55.3858,0.258092,0.577565,0.3133,0.265555,0,0,0,0,37.6046,126.991,212.335,2.785,5728.65,24.9,22.5
205,2017,24.7,22.7,56.7018,92.5272,31.7741,23.8807,6.20121,120.598,0.30289,0.211888,0.22565,0.0220101,0,0,0,0,37.6046,126.991,212.335,2.785,5710.66,31.5,22.5
206,2017,31.2,22.5,50.5616,86.4564,30.4937,22.3359,9.1024,131.271,0.0680744,0.0268425,0.221027,0.0494484,0,0,0,0,37.6046,126.991,212.335,2.785,5691.5,30.5,21.7
207,2017,29.8,21.8,56.0543,89.4027,28.2016,22.2299,6.37648,84.9006,0.110354,0.169655,0.490079,0.416743,0,0,0,0,37.6046,126.991,212.335,2.785,5671.78,26.2,21.9
208,2017,25.7,22.1,82.8439,93.6257,24.9359,22.9655,6.85435,47.2552,0.769716,0.617127,0.787371,0.633488,0.0297743,1.56897,0.000135716,0,37.6046,126.991,212.335,2.785,5651.47,24.1,22
209,2017,23.9,22.3,66.195,94.4569,28.0129,23.2181,8.63514,81.1861,0.613361,0.538298,0.441214,0.264762,0,0,0,0,37.6046,126.991,212.335,2.785,5630.51,27.2,22.6
210,2017,26.7,22.7,71.1302,90.2148,28.7497,22.4702,7.6297,80.9705,0.328027,0.377259,0.404206,0.176043,0,0,0,0,37.6046,126.991,212.335,2.785,5608.97,29.5,22.1
211,2017,28.5,22.2,60.3594,92.3053,30.0793,23.5367,6.55582,85.2262,0.187603,0.178226,0.532535,0.655164,0,0,0,0,37.6046,126.991,212.335,2.785,5586.85,25.2,22.2
212,2017,25.3,22.4,56.9374,95.5953,30.5478,22.2254,5.21044,110.35,0.386522,0.195777,0.0647248,0.0688668,0,0,0,0,37.6046,126.991,212.335,2.785,5564.09,30,21.7
8,2017,29.3,22,65.607,91.6108,30.8887,24.8896,6.58089,97.6573,0.267963,0.236572,0.327375,0.28361,0,0,0,0,37.6046,126.991,212.335,2.785,5540.74,30.2,24.1
39,2017,29.4,24.1,44.1794,92.9318,31.7977,25.0502,8.31157,138.634,0.305286,0.406379,0.233878,0.0993163,0,0,0,0,37.6046,126.991,212.335,2.785,5516.81,31.4,24.4
67,2017,30.6,24.5,50.5014,85.7828,31.881,23.6191,7.32803,126.117,0.0461228,0.319472,0.187069,0.0789769,0,0,0,0,37.6046,126.991,212.335,2.785,5492.26,31.7,22.8
98,2017,30.7,23,48.803,86.8292,33.2503,25.5022,6.94946,136.15,0.0128819,0.0216547,0.0100024,0.0712686,0,0,0,0,37.6046,126.991,212.335,2.785,5467.11,33.4,25.3
128,2017,32.6,25.4,66.684,90.5644,32.1995,26.6255,7.10404,91.367,0.431674,0.511432,0.190684,0.156012,0,0,0,0.000217606,37.6046,126.991,212.335,2.785,5441.39,30.1,24.6
159,2017,29.3,24.8,57.8672,92.5301,31.7616,24.3248,6.78495,111.55,0.0477218,0.0499749,0.0223612,0.117063,0,0,0,0,37.6046,126.991,212.335,2.785,5415.06,31.1,23.1
189,2017,30.8,23.9,74.2046,91.7941,27.3535,24.0466,4.71811,53.3137,0.22657,0.332631,0.59727,0.458904,0,0,0,0,37.6046,126.991,212.335,2.785,5388.14,28.8,22.5
220,2017,27.9,22.6,54.1164,83.7818,30.7285,23.2841,8.44537,114.561,0.231281,0.164755,0.210048,0.410844,0,0,0,0,37.6046,126.991,212.335,2.785,5360.64,28.6,21.9
251,2017,28.3,22.6,73.6658,88.6718,26.6966,24.1904,6.49267,58.1704,0.408037,0.444255,0.482121,0.429082,0,0,0,0,37.6046,126.991,212.335,2.785,5332.53,23.5,21.6
281,2017,23.3,21.6,59.3733,90.434,30.1341,23.0977,8.65225,119.201,0.251321,0.120655,0.180945,0.174661,0,0,0,0,37.6046,126.991,212.335,2.785,5304.41,29.6,21.4
312,2017,29.2,21.5,59.2403,85.2831,29.9154,22.1321,7.29595,111.038,0.306907,0.0874518,0.480663,0.271983,0,0,0,0,37.6046,126.991,212.335,2.785,5275.07,29.6,21
342,2017,28.2,21.1,62.509,88.936,26.7904,21.7604,8.7821,88.3979,0.0290198,0.320157,0.519347,0.703042,0,0,0,0,37.6046,126.991,212.335,2.785,5245.2,25.2,21.3
225,2017,25.1,21.7,73.3994,90.2356,24.1817,20.4076,13.4847,80.0968,0.626689,0.451538,0.553507,0.609527,0.104191,0.0124898,0.000147025,0.00189385,37.6046,126.991,212.335,2.785,5214.74,24.2,20.4
226,2017,23.8,20.5,80.6449,95.8917,21.8673,19.6239,15.9462,78.7835,0.482975,0.736651,0.80777,0.854876,0,3.58705,8.95588,6.38388,37.6046,126.991,212.335,2.785,5183.7,21.9,19.2
227,2017,21.8,19.4,76.1939,89.447,22.5263,20.0843,14.0503,71.269,0.525959,0.546831,0.504894,0.455117,0.0877119,0.0039403,0.0053733,0,37.6046,126.991,212.335,2.785,5152.12,25,18.8
228,2017,24,18.8,71.9424,89.9282,26.1846,20.8869,10.173,84.5573,0.461498,0.167936,0.247144,0.298591,0.0540278,0,0,0,37.6046,126.991,212.335,2.785,5119.92,25.4,19.1
229,2017,25.2,19.2,70.2518,93.5237,26.1707,21.7973,6.14034,71.1751,0.21537,0.467884,0.432087,0.0743098,0,0,0,0,37.6046,126.991,212.335,2.785,5087.2,26.7,21.3
230,2017,26.3,21.4,60.7138,93.1558,28.2365,21.7114,7.61922,99.1827,0.302728,0.246376,0.408782,0.455212,0,0,0.579741,0.0281362,37.6046,126.991,212.335,2.785,5053.92,26,20.8
231,2017,25.4,20.9,87.7161,96.057,24.1436,21.0177,12.4908,56.0131,0.800064,0.753101,0.883321,0.761982,0.251808,0.601095,1.38983,0.0428703,37.6046,126.991,212.335,2.785,5020.1,23.3,20.2
232,2017,23.3,20.3,84.7698,95.7285,26.3919,22.5584,10.2853,49.0374,0.781808,0.648208,0.580281,0.415193,1.36195,0.0440977,1.07643,0,37.6046,126.991,212.335,2.785,4985.76,26.6,21.6
233,2017,25.9,21.6,62.8313,96.1101,28.2629,22.5929,5.93531,92.2637,0.296259,0.225434,0.057805,0.152244,0,0,0,0,37.6046,126.991,212.335,2.785,4950.87,29.6,20.8
234,2017,28.8,21.1,79.3718,97.2635,27.13,23.1468,9.01976,31.6242,0.34043,0.728317,0.77836,0.62234,0,0.311344,0,0.0915474,37.6046,126.991,212.335,2.785,4915.48,27.4,22.2
235,2017,27.2,22.7,87.0637,97.4382,26.6774,22.4915,14.3917,39.5619,0.833613,0.723819,0.782037,0.147638,8.04921,0,1.15111,0,37.6046,126.991,212.335,2.785,4879.56,25.5,21.8
236,2017,25.4,22.4,45.5174,96.3051,27.759,20.8881,6.74488,115.121,0.020732,0.0155902,0.0155756,0.0487467,0,0,0,0,37.6046,126.991,212.335,2.785,4843.14,28.1,19.2
237,2017,27.8,20,40.9519,80.2305,26.6396,19.3703,8.10024,138.144,0,0,0.0680105,0.0502913,0,0,0,0,37.6046,126.991,212.335,2.785,4806.72,25.8,17.8
238,2017,25.2,18.1,51.8699,79.7987,23.726,17.7605,5.79445,75.2915,0.0764327,0.407909,0.429026,0.578956,0,0,0,0,37.6046,126.991,212.335,2.785,4769.28,23.5,17.2
239,2017,23.2,17.7,66.1613,96.9715,24.1863,19.2625,7.98471,69.8106,0.489156,0.502348,0.834759,0.814414,0,0,0.586814,6.17949,37.6046,126.991,212.335,2.785,4731.35,24.2,15.9
240,2017,23.2,16,37.4989,88.8126,21.2537,14.9079,13.9775,130.884,0.372506,0.083947,0.0534881,0.100585,0,0,0,0,37.6046,126.991,212.335,2.785,4692.95,20.8,13.6
241,2017,20.3,15.7,47.4508,87.877,20.2831,14.2726,6.45267,68.7099,0.616098,0.648795,0.460766,0.0921632,0,0,0,0,37.6046,126.991,212.335,2.785,4654.09,20.4,14.6
242,2017,20,15.1,35.6522,89.9732,24.3237,16.1289,7.08733,108.981,0.0461824,0.0149555,0,0.000629825,0,0,0,0,37.6046,126.991,212.335,2.785,4614.76,23.8,15.1
